stn,region_name,sea,year,period,date,lat,lon,플라스틱류_N,종이_N,스티로폼_N,목재_N,금속_N,천연 섬유_N,유리_N,고무_N,의료 및 개인위생_N,흡연_불꽃놀이_N,외국기인_N,기타_혼합재질_N,계_N,플라스틱류_KG,종이_KG,스티로폼_KG,목재_KG,금속_KG,천연 섬유_KG,유리_KG,고무_KG,의료 및 개인위생_KG,흡연_불꽃놀이_KG,외국기인_KG,기타_혼합재질_KG,계_KG,플라스틱류_N,종이_N,스티로폼_N,목재_N,금속_N,천연 섬유_N,유리_N,고무_N,의료 및 개인위생_N,흡연_불꽃놀이_N,외국기인_N,기타_혼합재질_N,계_N,플라스틱류_KG,종이_KG,스티로폼_KG,목재_KG,금속_KG,천연 섬유_KG,유리_KG,고무_KG,의료 및 개인위생_KG,흡연_불꽃놀이_KG,외국기인_KG,기타_혼합재질_KG,계_KG
S17A,포항 칠포,동해,2009,3,09-Mar,36.13482,129.39727,886,18,4,42,19,2,17,10,6,65,1,16,1075,4.3,1.2,4.5,15.5,3,3,3.2,1.2,1.1,1.5,1,1.4,29.9,2.95,1.26,0.6,1.62,1.28,0.3,1.23,1,0.78,1.81,0,1.2,3.03,0.63,0.08,0.65,1.19,0.48,0.48,0.51,0.08,0.04,0.18,0,0.15,1.48
S17A,포항 칠포,동해,2009,4,09-Apr,36.13482,129.39727,675,7,78,12,12,1,16,6,5,42,1,4,848,18.5,1.3,2,3.2,1.4,1,4,1.4,1.1,1.4,1,1.1,26.4,2.83,0.85,1.89,1.08,1.08,0,1.2,0.78,0.7,1.62,0,0.6,2.93,1.27,0.11,0.3,0.51,0.15,0,0.6,0.15,0.04,0.15,0,0.04,1.42
S17A,포항 칠포,동해,2009,5,09-May,36.13482,129.39727,719,4,9,19,9,7,38,9,1,26,1,2,833,35,1.3,9.2,37.2,3,2.5,6,1.7,1,1.6,1,1.1,89.6,2.86,0.6,0.95,1.28,0.95,0.85,1.58,0.95,0,1.41,0,0.3,2.92,1.54,0.11,0.96,1.57,0.48,0.4,0.78,0.23,0,0.2,0,0.04,1.95
S17A,포항 칠포,동해,2009,6,09-Jun,36.13482,129.39727,325,3,24,10,7,3,6,1,1,24,1,1,395,4.7,1.1,4.8,4.9,1.4,1.2,1.5,1,1,1.1,1,1,13.7,2.51,0.48,1.38,1,0.85,0.48,0.78,0,0,1.38,0,0,2.6,0.67,0.04,0.68,0.69,0.15,0.08,0.18,0,0,0.04,0,0,1.14
S17A,포항 칠포,동해,2010,1,10-Jan,36.13482,129.39727,593,7,3,10,18,13,12,2,1,39,1,13,701,5.5,1.2,1.1,38.5,1.5,1.7,1.5,1.1,1,1.3,1,1.6,46,2.77,0.85,0.48,1,1.26,1.11,1.08,0.3,0,1.59,0,1.11,2.85,0.74,0.08,0.04,1.59,0.18,0.23,0.18,0.04,0,0.11,0,0.2,1.66
S17A,포항 칠포,동해,2010,2,10-Feb,36.13482,129.39727,487,6,3,28,8,4,8,2,1,68,1,8,613,19.2,1.3,13,10.1,1.5,2,2,1.1,1,2,1,1.3,44.5,2.69,0.78,0.48,1.45,0.9,0.6,0.9,0.3,0,1.83,0,0.9,2.79,1.28,0.11,1.11,1,0.18,0.3,0.3,0.04,0,0.3,0,0.11,1.65
S17A,포항 칠포,동해,2010,3,10-Mar,36.13482,129.39727,752,14,2,31,10,2,9,4,2,21,1,14,851,23.5,1.3,1.5,15.6,1.3,1.2,2.5,9.1,1.1,1.3,1,1.4,49.8,2.88,1.15,0.3,1.49,1,0.3,0.95,0.6,0.3,1.32,0,1.15,2.93,1.37,0.11,0.18,1.19,0.11,0.08,0.4,0.96,0.04,0.11,0,0.15,1.7
S17A,포항 칠포,동해,2010,4,10-Apr,36.13482,129.39727,139,1,1,13,6,17,2,4,1,66,1,2,242,2.5,1,1,2.8,1.1,1.6,1.01,1.1,1,1.2,1,1.1,5.41,2.14,0,0,1.11,0.78,1.23,0.3,0.6,0,1.82,0,0.3,2.38,0.4,0,0,0.45,0.04,0.2,0,0.04,0,0.08,0,0.04,0.73
S17A,포항 칠포,동해,2010,5,10-May,36.13482,129.39727,848,5,3,18,19,9,17,2,14,18,9,1,952,18.5,1.2,1.5,41.8,2.1,3.6,3.1,20.2,1.9,1.3,1.6,1,86.8,2.93,0.7,0.48,1.26,1.28,0.95,1.23,0.3,1.15,1.26,0.95,0,2.98,1.27,0.08,0.18,1.62,0.32,0.56,0.49,1.31,0.28,0.11,0.2,0,1.94
S17A,포항 칠포,동해,2010,6,10-Jun,36.13482,129.39727,273,1,5,5,2,2,9,7,5,20,1,1,320,14,1,1.1,1.1,1.2,1.2,1.5,3,1.1,1.2,1,1,17.4,2.44,0,0.7,0.7,0.3,0.3,0.95,0.85,0.7,1.3,0,0,2.51,1.15,0,0.04,0.04,0.08,0.08,0.18,0.48,0.04,0.08,0,0,1.24
S17A,포항 칠포,동해,2011,1,11-Jan,36.13482,129.39727,604,1,1,3,3,1,10,1,1,35,1,7,657,116,1,1,5,1.2,1,2.2,1,1,1.2,1,1.4,122,2.78,0,0,0.48,0.48,0,1,0,0,1.54,0,0.85,2.82,2.06,0,0,0.7,0.08,0,0.34,0,0,0.08,0,0.15,2.09
S17A,포항 칠포,동해,2011,2,11-Feb,36.13482,129.39727,347,1,1,3,3,3,5,4,1,25,1,18,401,4.1,1,1,1.01,1.1,1.4,1.6,1.2,1,1.2,1,2,6.61,2.54,0,0,0.48,0.48,0.48,0.7,0.6,0,1.4,0,1.26,2.6,0.61,0,0,0,0.04,0.15,0.2,0.08,0,0.08,0,0.3,0.82
S17A,포항 칠포,동해,2011,3,11-Mar,36.13482,129.39727,342,1,63,39,22,14,120,1,2,37,1,7,638,35.6,1,2.2,33,7,6,18.6,1,2,2,1,3,101.4,2.53,0,1.8,1.59,1.34,1.15,2.08,0,0.3,1.57,0,0.85,2.8,1.55,0,0.34,1.52,0.85,0.78,1.27,0,0.3,0.3,0,0.48,2.01
S17A,포항 칠포,동해,2011,4,11-Apr,36.13482,129.39727,248,6,1,2,4,5,1,1,1,71,1,3,333,2.5,1.2,1,251,1.2,1.6,1,1,1,2.2,1,1.5,255.2,2.39,0.78,0,0.3,0.6,0.7,0,0,0,1.85,0,0.48,2.52,0.4,0.08,0,2.4,0.08,0.2,0,0,0,0.34,0,0.18,2.41
S17A,포항 칠포,동해,2011,5,11-May,36.13482,129.39727,1332,5,3,22,7,8,11,4,3,45,6,15,1450,23,1.2,4.2,47,1.8,1.9,2.7,1.2,1.1,1.7,1.3,1.9,78,3.12,0.7,0.48,1.34,0.85,0.9,1.04,0.6,0.48,1.65,0.78,1.18,3.16,1.36,0.08,0.62,1.67,0.26,0.28,0.43,0.08,0.04,0.23,0.11,0.28,1.89
S17A,포항 칠포,동해,2011,6,11-Jun,36.13482,129.39727,1018,3,13,46,19,1,10,1,6,50,1,5,1162,12,1.1,1.3,37.3,1.5,1,10,1,1.1,1.6,1,1.2,59.1,3.01,0.48,1.11,1.66,1.28,0,1,0,0.78,1.7,0,0.7,3.07,1.08,0.04,0.11,1.57,0.18,0,1,0,0.04,0.2,0,0.08,1.77
S17A,포항 칠포,동해,2012,1,12-Jan,36.13482,129.39727,210,1,3,12,1,2,3,1,2,5,1,6,236,8.5,1,1.01,6.6,1,4,2,1,1.1,1.1,1,3,20.31,2.32,0,0.48,1.08,0,0.3,0.48,0,0.3,0.7,0,0.78,2.37,0.93,0,0,0.82,0,0.6,0.3,0,0.04,0.04,0,0.48,1.31
S17A,포항 칠포,동해,2012,2,12-Feb,36.13482,129.39727,272,1,1,51,7,1,7,1,2,7,1,21,361,3,1,1,27,1.6,1,2,1,1.01,1.1,1,1.5,31.21,2.43,0,0,1.71,0.85,0,0.85,0,0.3,0.85,0,1.32,2.56,0.48,0,0,1.43,0.2,0,0.3,0,0,0.04,0,0.18,1.49
S17A,포항 칠포,동해,2012,3,12-Mar,36.13482,129.39727,1209,17,35,49,14,14,29,5,2,51,1,12,1427,29.6,1.1,2.5,21,2,2.5,4.2,1.5,1.01,1.5,1,2.2,59.11,3.08,1.23,1.54,1.69,1.15,1.15,1.46,0.7,0.3,1.71,0,1.08,3.15,1.47,0.04,0.4,1.32,0.3,0.4,0.62,0.18,0,0.18,0,0.34,1.77
S17A,포항 칠포,동해,2012,4,12-Apr,36.13482,129.39727,342,11,13,12,9,14,1,4,2,86,6,1,490,4,1.1,4.2,1.8,1.4,2.4,1,1.1,1.1,1.5,1.1,1,10.7,2.53,1.04,1.11,1.08,0.95,1.15,0,0.6,0.3,1.93,0.78,0,2.69,0.6,0.04,0.62,0.26,0.15,0.38,0,0.04,0.04,0.18,0.04,0,1.03
S17A,포항 칠포,동해,2012,5,12-May,36.13482,129.39727,667,4,21,35,4,4,38,2,3,21,3,3,794,16,1.1,2,23,1.1,1.2,5,1.1,1.1,1.2,1.2,1.1,44.1,2.82,0.6,1.32,1.54,0.6,0.6,1.58,0.3,0.48,1.32,0.48,0.48,2.9,1.2,0.04,0.3,1.36,0.04,0.08,0.7,0.04,0.04,0.08,0.08,0.04,1.64
S17A,포항 칠포,동해,2012,6,12-Jun,36.13482,129.39727,713,7,16,25,5,11,40,2,5,43,1,12,869,11,1.1,2.5,18,1.2,2,5,1.1,1.1,1.5,1,1.7,36.2,2.85,0.85,1.2,1.4,0.7,1.04,1.6,0.3,0.7,1.63,0,1.08,2.94,1.04,0.04,0.4,1.26,0.08,0.3,0.7,0.04,0.04,0.18,0,0.23,1.56
S17A,포항 칠포,동해,2013,1,13-Jan,36.13482,129.39727,312,1,1,3,3,6,6,2,1,13,1,6,344,4.5,1,1,2.9,1.1,1.5,1.5,1.1,1,1.2,1,1.2,8,2.49,0,0,0.48,0.48,0.78,0.78,0.3,0,1.11,0,0.78,2.54,0.65,0,0,0.46,0.04,0.18,0.18,0.04,0,0.08,0,0.08,0.9
S17A,포항 칠포,동해,2013,2,13-Feb,36.13482,129.39727,453,10,11,1,2,2,4,1,1,43,1,12,530,6.4,1.1,3,1,1.1,1.2,1.01,1,1,1.1,1,1.1,9.01,2.66,1,1.04,0,0.3,0.3,0.6,0,0,1.63,0,1.08,2.72,0.81,0.04,0.48,0,0.04,0.08,0,0,0,0.04,0,0.04,0.95
S17A,포항 칠포,동해,2013,3,13-Mar,36.13482,129.39727,212,4,9,6,3,5,6,1,1,9,2,2,249,3.6,1.1,1.8,5,3.5,1.4,1.4,1,1,1.1,1.1,1.5,12.5,2.33,0.6,0.95,0.78,0.48,0.7,0.78,0,0,0.95,0.3,0.3,2.4,0.56,0.04,0.26,0.7,0.54,0.15,0.15,0,0,0.04,0.04,0.18,1.1
S17A,포항 칠포,동해,2013,4,13-Apr,36.13482,129.39727,138,5,1,3,2,16,1,1,1,54,1,1,213,3.5,1.3,1,2,1.1,2,1,1,1,3,1,1,7.9,2.14,0.7,0,0.48,0.3,1.2,0,0,0,1.73,0,0,2.33,0.54,0.11,0,0.3,0.04,0.3,0,0,0,0.48,0,0,0.9
S17A,포항 칠포,동해,2013,5,13-May,36.13482,129.39727,540,3,10,3,1,7,7,1,3,15,1,3,583,23.7,1.1,2,1.6,1,1.6,1.4,1,1.1,1.2,1,1.1,26.8,2.73,0.48,1,0.48,0,0.85,0.85,0,0.48,1.18,0,0.48,2.77,1.37,0.04,0.3,0.2,0,0.2,0.15,0,0.04,0.08,0,0.04,1.43
S17A,포항 칠포,동해,2013,6,13-Jun,36.13482,129.39727,754,1,1,11,4,10,1,1,6,11,1,3,793,5.7,1,1,3.9,1.3,2.5,1,1,1.5,2,1,2,12.9,2.88,0,0,1.04,0.6,1,0,0,0.78,1.04,0,0.48,2.9,0.76,0,0,0.59,0.11,0.4,0,0,0.18,0.3,0,0.3,1.11
S17A,포항 칠포,동해,2014,1,14-Jan,36.13482,129.39727,304,4,1,2,2,10,7,1,1,14,1,1,337,3.1,1.1,1,1.01,1.1,1.5,1.5,1,1,1.1,1,1,4.41,2.48,0.6,0,0.3,0.3,1,0.85,0,0,1.15,0,0,2.53,0.49,0.04,0,0,0.04,0.18,0.18,0,0,0.04,0,0,0.64
S17A,포항 칠포,동해,2014,2,14-Feb,36.13482,129.39727,434,1,3,26,3,9,4,4,4,11,1,2,491,30,1,3,40,1.1,1.5,1.3,1.2,1.1,1.1,1,1.1,72.4,2.64,0,0.48,1.41,0.48,0.95,0.6,0.6,0.6,1.04,0,0.3,2.69,1.48,0,0.48,1.6,0.04,0.18,0.11,0.08,0.04,0.04,0,0.04,1.86
S17A,포항 칠포,동해,2014,3,14-Mar,36.13482,129.39727,950,1,4,49,6,8,9,2,7,43,1,6,1075,15.1,1,1.2,27.9,1.3,4.4,1.6,1.5,1.1,1.5,1,1.8,48.4,2.98,0,0.6,1.69,0.78,0.9,0.95,0.3,0.85,1.63,0,0.78,3.03,1.18,0,0.08,1.45,0.11,0.64,0.2,0.18,0.04,0.18,0,0.26,1.68
S17A,포항 칠포,동해,2014,4,14-Apr,36.13482,129.39727,226,1,4,17,2,1,1,4,1,6,1,1,254,2.2,1,1.01,8.3,1.1,1,1,1.01,1,1.1,1,1,9.72,2.35,0,0.6,1.23,0.3,0,0,0.6,0,0.78,0,0,2.4,0.34,0,0,0.92,0.04,0,0,0,0,0.04,0,0,0.99
S17A,포항 칠포,동해,2014,5,14-May,36.13482,129.39727,643,1,34,11,6,8,38,3,3,15,3,6,760,12.5,1,1.5,8,4.1,3.1,5.8,1.4,1.1,1,1.1,1.3,30.9,2.81,0,1.53,1.04,0.78,0.9,1.58,0.48,0.48,1.18,0.48,0.78,2.88,1.1,0,0.18,0.9,0.61,0.49,0.76,0.15,0.04,0,0.04,0.11,1.49
S17A,포항 칠포,동해,2014,6,14-Jun,36.13482,129.39727,667,2,3,5,6,7,1,1,3,4,1,5,694,5.7,1.02,1.2,2.5,1.1,1.4,1,1,1.05,1.05,1,1.1,8.12,2.82,0.3,0.48,0.7,0.78,0.85,0,0,0.48,0.6,0,0.7,2.84,0.76,0.01,0.08,0.4,0.04,0.15,0,0,0.02,0.02,0,0.04,0.91
S17A,포항 칠포,동해,2015,1,15-Jan,36.13482,129.39727,315,1,1,4,1,1,4,4,2,16,1,4,343,4.1,1,1,6.2,1,1,1.5,1.1,1.01,1.2,1,1.3,10.41,2.5,0,0,0.6,0,0,0.6,0.6,0.3,1.2,0,0.6,2.54,0.61,0,0,0.79,0,0,0.18,0.04,0,0.08,0,0.11,1.02
S17A,포항 칠포,동해,2015,2,15-Feb,36.13482,129.39727,366,5,3,8,2,1,5,6,1,7,1,4,398,3.8,1.15,1.1,19.5,1.2,1,1.6,1.5,1,1.1,1,1.1,24.05,2.56,0.7,0.48,0.9,0.3,0,0.7,0.78,0,0.85,0,0.6,2.6,0.58,0.06,0.04,1.29,0.08,0,0.2,0.18,0,0.04,0,0.04,1.38
S17A,포항 칠포,동해,2015,3,15-Mar,36.13482,129.39727,236,10,7,12,2,3,4,8,1,7,4,4,287,16,1.1,1.01,4.5,1.01,1.5,1.4,1.3,1,1.01,1.01,1.1,20.94,2.37,1,0.85,1.08,0.3,0.48,0.6,0.9,0,0.85,0.6,0.6,2.46,1.2,0.04,0,0.65,0,0.18,0.15,0.11,0,0,0,0.04,1.32
S17A,포항 칠포,동해,2015,4,15-Apr,36.13482,129.39727,263,1,3,1,1,4,1,3,1,6,1,1,275,4.2,1,1.01,1,1,1.1,1,1.01,1,1.1,1,1,4.42,2.42,0,0.48,0,0,0.6,0,0.48,0,0.78,0,0,2.44,0.62,0,0,0,0,0.04,0,0,0,0.04,0,0,0.65
S17A,포항 칠포,동해,2015,5,15-May,36.13482,129.39727,339,3,13,10,5,9,1,4,1,4,2,2,382,25.8,1.01,1.1,5.5,1.1,1.1,1,1.1,1,1.1,1.05,1.05,30.91,2.53,0.48,1.11,1,0.7,0.95,0,0.6,0,0.6,0.3,0.3,2.58,1.41,0,0.04,0.74,0.04,0.04,0,0.04,0,0.04,0.02,0.02,1.49
S17A,포항 칠포,동해,2015,6,15-Jun,36.13482,129.39727,185,1,1,26,2,1,1,3,1,5,1,1,217,6.2,1,1,11.5,1.01,1,1,1.01,1,1.1,1,1,16.82,2.27,0,0,1.41,0.3,0,0,0.48,0,0.7,0,0,2.34,0.79,0,0,1.06,0,0,0,0,0,0.04,0,0,1.23
S17A,포항 칠포,동해,2016,1,16-Jan,36.13482,129.39727,116,2,2,6,5,4,2,1,2,8,1,9,147,4.4,1.1,1.1,1.6,1.4,1.2,1.3,1,1.1,1.15,1,1.4,6.75,2.06,0.3,0.3,0.78,0.7,0.6,0.3,0,0.3,0.9,0,0.95,2.17,0.64,0.04,0.04,0.2,0.15,0.08,0.11,0,0.04,0.06,0,0.15,0.83
S17A,포항 칠포,동해,2016,2,16-Feb,36.13482,129.39727,230,12,1,11,3,2,2,6,1,17,3,1,278,3.1,1.2,1,5.9,1.1,1.1,1.1,1.01,1,1.1,1.7,1,9.31,2.36,1.08,0,1.04,0.48,0.3,0.3,0.78,0,1.23,0.48,0,2.44,0.49,0.08,0,0.77,0.04,0.04,0.04,0,0,0.04,0.23,0,0.97
S17A,포항 칠포,동해,2016,3,16-Mar,36.13482,129.39727,87,5,4,15,4,7,1,3,1,9,1,2,128,2.7,1.7,1.6,2.6,1.4,1.5,1,1.6,1,1.1,1,1.05,7.25,1.94,0.7,0.6,1.18,0.6,0.85,0,0.48,0,0.95,0,0.3,2.11,0.43,0.23,0.2,0.41,0.15,0.18,0,0.2,0,0.04,0,0.02,0.86
S17A,포항 칠포,동해,2016,4,16-Apr,36.13482,129.39727,253,7,2,37,1,16,7,3,1,14,2,4,336,36,1.1,1.01,32,1,1.5,2.6,1.2,1,1.1,1.05,1.4,69.96,2.4,0.85,0.3,1.57,0,1.2,0.85,0.48,0,1.15,0.3,0.6,2.53,1.56,0.04,0,1.51,0,0.18,0.41,0.08,0,0.04,0.02,0.15,1.84
S17A,포항 칠포,동해,2016,5,16-May,36.13482,129.39727,539,1,1,10,24,26,6,3,1,10,2,3,615,14,1,1,4.4,1.6,1.5,2.8,1.1,1,1.1,1.01,1.1,20.61,2.73,0,0,1,1.38,1.41,0.78,0.48,0,1,0.3,0.48,2.79,1.15,0,0,0.64,0.2,0.18,0.45,0.04,0,0.04,0,0.04,1.31
S17A,포항 칠포,동해,2016,6,16-Jun,36.13482,129.39727,379,1,7,31,10,9,5,5,4,13,1,9,463,4,1,1.1,25.4,1.1,1.3,1.1,1.1,1.1,1.1,1,1.1,29.4,2.58,0,0.85,1.49,1,0.95,0.7,0.7,0.6,1.11,0,0.95,2.67,0.6,0,0.04,1.4,0.04,0.11,0.04,0.04,0.04,0.04,0,0.04,1.47
S17A,포항 칠포,동해,2017,1,17-Jan,36.13482,129.39727,574,2,36,18,4,6,10,3,9,24,1,9,685,6.6,1.2,1.1,9.5,1.9,1.2,1.7,1.1,1.1,1.1,1,1.3,17.8,2.76,0.3,1.56,1.26,0.6,0.78,1,0.48,0.95,1.38,0,0.95,2.84,0.82,0.08,0.04,0.98,0.28,0.08,0.23,0.04,0.04,0.04,0,0.11,1.25
S17A,포항 칠포,동해,2017,2,17-Feb,36.13482,129.39727,271,7,17,23,4,9,6,8,4,12,2,1,353,4,1.1,1.9,4,1.1,1.3,1.2,1.1,1.1,1.1,1.01,1,8.91,2.43,0.85,1.23,1.36,0.6,0.95,0.78,0.9,0.6,1.08,0.3,0,2.55,0.6,0.04,0.28,0.6,0.04,0.11,0.08,0.04,0.04,0.04,0,0,0.95
S17A,포항 칠포,동해,2017,3,17-Mar,36.13482,129.39727,151,12,1,8,11,2,4,2,4,10,2,2,198,4.4,1.1,1,3,1.6,1.1,1.4,1.01,1.1,1.2,1.01,1.1,8.02,2.18,1.08,0,0.9,1.04,0.3,0.6,0.3,0.6,1,0.3,0.3,2.3,0.64,0.04,0,0.48,0.2,0.04,0.15,0,0.04,0.08,0,0.04,0.9
S17A,포항 칠포,동해,2017,4,17-Apr,36.13482,129.39727,230,5,8,14,17,14,7,6,1,5,1,2,299,5.2,1.2,1.2,3.6,1.7,1.9,1.6,9.5,1,1.1,1,1.1,19.1,2.36,0.7,0.9,1.15,1.23,1.15,0.85,0.78,0,0.7,0,0.3,2.48,0.72,0.08,0.08,0.56,0.23,0.28,0.2,0.98,0,0.04,0,0.04,1.28
S17A,포항 칠포,동해,2017,5,17-May,36.13482,129.39727,691,1,2,6,1,1,2,25,1,15,1,1,736,5,1,1.1,7.4,1,1,1.1,1.2,1,1.2,1,1,12,2.84,0,0.3,0.78,0,0,0.3,1.4,0,1.18,0,0,2.87,0.7,0,0.04,0.87,0,0,0.04,0.08,0,0.08,0,0,1.08
S17A,포항 칠포,동해,2017,6,17-Jun,36.13482,129.39727,383,3,6,3,3,1,1,3,9,21,1,4,427,3.7,1.1,1.1,1.1,1.3,1,1,1.1,1.1,1.2,1,1.1,4.8,2.58,0.48,0.78,0.48,0.48,0,0,0.48,0.95,1.32,0,0.6,2.63,0.57,0.04,0.04,0.04,0.11,0,0,0.04,0.04,0.08,0,0.04,0.68
S18A,울진 후정,동해,2008,2,08-Feb,37.07007,129.41667,36,1,6,18,5,6,31,1,1,3,3,6,106,1.5,1,1.2,5.5,1.1,2,1.5,1,1,1.1,1.1,1.2,8.2,1.56,0,0.78,1.26,0.7,0.78,1.49,0,0,0.48,0.48,0.78,2.03,0.18,0,0.08,0.74,0.04,0.3,0.18,0,0,0.04,0.04,0.08,0.91
S18A,울진 후정,동해,2008,3,08-Mar,37.07007,129.41667,42,1,6,45,12,1,13,2,1,1,1,1,115,3,1,1.1,2.2,1.1,1,1.1,1.01,1,1,1,1,4.51,1.62,0,0.78,1.65,1.08,0,1.11,0.3,0,0,0,0,2.06,0.48,0,0.04,0.34,0.04,0,0.04,0,0,0,0,0,0.65
S18A,울진 후정,동해,2008,4,08-Apr,37.07007,129.41667,90,11,5,7,6,1,12,2,1,4,1,3,132,7.1,2,1.2,5,3.2,1,4,1.1,1,1.1,1,5,21.7,1.95,1.04,0.7,0.85,0.78,0,1.08,0.3,0,0.6,0,0.48,2.12,0.85,0.3,0.08,0.7,0.51,0,0.6,0.04,0,0.04,0,0.7,1.34
S18A,울진 후정,동해,2008,5,08-May,37.07007,129.41667,58,9,23,46,22,1,64,2,1,6,1,1,223,6.2,2,2.1,3.1,2.1,1,4,4,1,1.2,1,1,17.7,1.76,0.95,1.36,1.66,1.34,0,1.81,0.3,0,0.78,0,0,2.35,0.79,0.3,0.32,0.49,0.32,0,0.6,0.6,0,0.08,0,0,1.25
S18A,울진 후정,동해,2008,6,08-Jun,37.07007,129.41667,56,1,5,75,3,1,9,1,2,14,1,1,158,3.4,1,1.01,5,1.1,1,3,1,1.01,1.1,1,1,9.62,1.75,0,0.7,1.88,0.48,0,0.95,0,0.3,1.15,0,0,2.2,0.53,0,0,0.7,0.04,0,0.48,0,0,0.04,0,0,0.98
S18A,울진 후정,동해,2009,1,09-Jan,37.07007,129.41667,40,3,17,2,9,5,6,1,1,6,9,1,89,2.8,1,3.3,1.2,4.1,4,2.2,1,1,1.3,1.3,1,13.2,1.6,0.48,1.23,0.3,0.95,0.7,0.78,0,0,0.78,0.95,0,1.95,0.45,0,0.52,0.08,0.61,0.6,0.34,0,0,0.11,0.11,0,1.12
S18A,울진 후정,동해,2009,2,09-Feb,37.07007,129.41667,52,7,14,22,12,3,4,2,1,17,1,3,127,2.3,1.1,1.1,1.9,1.2,1.5,1.5,1.1,1,1.1,1,1.3,5.1,1.72,0.85,1.15,1.34,1.08,0.48,0.6,0.3,0,1.23,0,0.48,2.1,0.36,0.04,0.04,0.28,0.08,0.18,0.18,0.04,0,0.04,0,0.11,0.71
S18A,울진 후정,동해,2009,3,09-Mar,37.07007,129.41667,86,5,31,25,4,1,9,3,2,4,7,1,167,5.5,1.2,2.3,12.1,1.9,1,3.5,1.1,1,1.2,1.3,1,22.1,1.93,0.7,1.49,1.4,0.6,0,0.95,0.48,0.3,0.6,0.85,0,2.22,0.74,0.08,0.36,1.08,0.28,0,0.54,0.04,0,0.08,0.11,0,1.34
S18A,울진 후정,동해,2009,4,09-Apr,37.07007,129.41667,70,7,26,11,12,2,2,2,2,19,4,1,147,5.3,1.8,2.1,3.2,3.5,1.1,1.2,1.1,1.1,1.8,1.1,1,13.3,1.85,0.85,1.41,1.04,1.08,0.3,0.3,0.3,0.3,1.28,0.6,0,2.17,0.72,0.26,0.32,0.51,0.54,0.04,0.08,0.04,0.04,0.26,0.04,0,1.12
S18A,울진 후정,동해,2009,5,09-May,37.07007,129.41667,137,1,32,24,11,16,11,4,3,8,26,9,271,4.9,1,1.9,2.1,2.5,1.8,2.5,1.2,1.1,1.2,2,37.5,48.7,2.14,0,1.51,1.38,1.04,1.2,1.04,0.6,0.48,0.9,1.41,0.95,2.43,0.69,0,0.28,0.32,0.4,0.26,0.4,0.08,0.04,0.08,0.3,1.57,1.69
S18A,울진 후정,동해,2009,6,09-Jun,37.07007,129.41667,301,3,32,2,3,15,161,2,23,61,42,23,657,7.8,1.1,5,1.5,1.1,4.1,26.3,22,1.6,2.2,2.9,8.6,73.2,2.48,0.48,1.51,0.3,0.48,1.18,2.21,0.3,1.36,1.79,1.62,1.36,2.82,0.89,0.04,0.7,0.18,0.04,0.61,1.42,1.34,0.2,0.34,0.46,0.93,1.86
S18A,울진 후정,동해,2010,1,10-Jan,37.07007,129.41667,304,18,147,32,17,10,44,3,13,65,5,7,654,8.2,1.2,3,1.8,3.1,1.1,8.6,1.1,1.1,1.1,1.1,1.2,21.6,2.48,1.26,2.17,1.51,1.23,1,1.64,0.48,1.11,1.81,0.7,0.85,2.82,0.91,0.08,0.48,0.26,0.49,0.04,0.93,0.04,0.04,0.04,0.04,0.08,1.33
S18A,울진 후정,동해,2010,2,10-Feb,37.07007,129.41667,335,33,114,12,10,3,13,1,6,15,86,351,968,5.8,1.5,1.3,4,1.4,1.1,1.5,1,1.1,1.1,1.5,4,14.3,2.53,1.52,2.06,1.08,1,0.48,1.11,0,0.78,1.18,1.93,2.55,2.99,0.76,0.18,0.11,0.6,0.15,0.04,0.18,0,0.04,0.04,0.18,0.6,1.16
S18A,울진 후정,동해,2010,3,10-Mar,37.07007,129.41667,195,4,17,18,6,2,13,11,1,18,39,2,315,4.2,1.1,1.5,4,1.5,1.1,1.2,2,1,1.1,1.3,1.1,10.1,2.29,0.6,1.23,1.26,0.78,0.3,1.11,1.04,0,1.26,1.59,0.3,2.5,0.62,0.04,0.18,0.6,0.18,0.04,0.08,0.3,0,0.04,0.11,0.04,1
S18A,울진 후정,동해,2010,4,10-Apr,37.07007,129.41667,107,5,24,7,7,2,15,2,2,17,6,5,188,5.5,1.8,1.5,16,3,1.2,4.5,26,1.3,1.25,2.5,2.8,56.35,2.03,0.7,1.38,0.85,0.85,0.3,1.18,0.3,0.3,1.23,0.78,0.7,2.27,0.74,0.26,0.18,1.2,0.48,0.08,0.65,1.41,0.11,0.1,0.4,0.45,1.75
S18A,울진 후정,동해,2010,5,10-May,37.07007,129.41667,146,6,86,8,13,6,15,11,3,13,12,1,309,7.2,1.01,4.8,1.1,3,1.5,4.7,39,1.01,1.1,2.8,1,57.22,2.16,0.78,1.93,0.9,1.11,0.78,1.18,1.04,0.48,1.11,1.08,0,2.49,0.86,0,0.68,0.04,0.48,0.18,0.67,1.59,0,0.04,0.45,0,1.76
S18A,울진 후정,동해,2010,6,10-Jun,37.07007,129.41667,56,1,1,1,8,2,5,1,4,5,15,2,90,3,1,1,1,1.2,1.1,1.1,1,1.1,1.1,1.2,1.1,3.9,1.75,0,0,0,0.9,0.3,0.7,0,0.6,0.7,1.18,0.3,1.95,0.48,0,0,0,0.08,0.04,0.04,0,0.04,0.04,0.08,0.04,0.59
